,Município,Estado,Prestadores,Serviços,Natureza Jurídica,QD011 - Quantidades de extravasamentos de esgotos registrados,QD012 - Duração dos extravasamentos registrados,QD021 - Quantidade de interrupções sistemáticas,QD022 - Duração das interrupções sistemáticas,QD023 - Quantidade de reclamações ou solicitações de serviços,QD024 - Quantidade de serviços executados,QD025 - Tempo total de execução dos serviços,POPULAÇÃO ESTIMADA
264,Caém,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29051040] Prefeitura Municipal de Caém - PMC,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,5.046,3.626,"580,90",9213
265,Caetanos,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,Água,Sociedade de economia mista com administração pública,,,,,2.830,1.309,"5.991,99",15573
266,Caetité,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29052040] SECRETARIA MUNICIPAL DE MEIO AMBIENTE - SEMMA,Água | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,112.0,"8.064,00",42.771,39.995,"16.731,73",50975
267,Cafarnaum,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,Água,Sociedade de economia mista com administração pública,,,72.0,"3.456,00",13.739,8.730,"2.990,44",18437
268,Cairu,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29054040] Secretaria de Administração - SECADM,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,19.309,11.934,"5.950,18",18176
269,Caldeirão Grande,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,Água,Sociedade de economia mista com administração pública,,,84.0,"6.048,00",6.708,5.228,"1.307,04",13327
270,Camacan,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29056040] PREFEITURA MUNICIPAL DE CAMACÃ - PMC,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,31.081,21.902,"17.718,29",31988
271,Camaçari,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29057040] Limpec - Limpeza Pública de Camaçari - LIMPEC,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Empresa pública,,,3.842,"121.024,00",273.985,233.709,"757.721,00",299132
272,Camamu,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29058040] Prefeitura Municipal - PM,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,28.457,19.089,"5.543,54",35316
273,Campo Alegre de Lourdes,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,Água,Sociedade de economia mista com administração pública,,,,,8.510,6.293,"1.769,87",28798
274,Campo Formoso,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,Água e Esgoto,Sociedade de economia mista com administração pública,,,156.0,"18.102,00",18.940,15.928,"2.815,39",71206
275,Canápolis,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,Água e Esgoto,Sociedade de economia mista com administração pública,,,,,4.757,3.317,"967,49",9711
276,Canarana,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,Água,Sociedade de economia mista com administração pública,,,1.185,"40.248,00",17.552,12.221,"6.091,83",26176
277,Canavieiras,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,Água e Esgoto,Sociedade de economia mista com administração pública,,,,,42.818,34.650,"9.200,63",31099
278,Candeal,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29064040] Prefeitura Municipal de Candeal - PMC,Água | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,84.0,"4.526,83",4.240,2.245,"485,90",8258
279,Candeias,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,Água e Esgoto,Sociedade de economia mista com administração pública,,,1.466,"54.433,00",87.552,76.214,"87.979,93",87076
280,Candiba,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29066040] Prefeitura Municipal de Candiba - BA,Água | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,5.422,3.470,"644,55",14319
281,Cândido Sales,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29067040] Prefeitura Municipal de Cândido Sales - PMCS,Água | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,23.101,19.782,"4.652,73",25189
282,Cansanção,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29068011] Prefeitura Municipal de Cansanção - PMC,Esgotos | Água,Administração pública direta | Sociedade de economia mista com administração pública,80.0,"100,00",324.0,"74.736,00",14.673,11.876,"6.579,54",34834
283,Canudos,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29068211] Prefeitura Municipal de Canudos - PMC | [29068240] PREFEITURA MUNICIPAL DE CANUDOS - PMC,Esgotos | Água | Res. Sólidos,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta,,,475.0,"10.790,00",10.670,6.233,"3.393,43",16668
284,Capela do Alto Alegre,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29068511] Prefeitura Municipal de Capela do Alto Alegre - PMCAA | [29068540] PREFEITURA MUNICIPAL DE CAPELA DO ALTO ALEGRE PMCAA - PMCAA,Esgotos | Água | Res. Sólidos,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta,,,716.0,"35.441,90",5.748,3.480,"2.248,92",11637
285,Capim Grosso,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29068740] PREFEITURA MUNICIPAL DE CAPIM GROSSO - PMCG,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,18.895,15.072,"2.860,77",30662
286,Caraíbas,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,Água,Sociedade de economia mista com administração pública,,,,,2.902,1.804,"485,96",8951
287,Caravelas,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,Água e Esgoto,Sociedade de economia mista com administração pública,,,,,16.568,8.659,"5.136,43",22016
288,Cardeal da Silva,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29070040] Prefeitura Municipal de Cardeal da Silva-Ba - PMCS,Água | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,552.0,"17.856,00",7.623,4.111,"1.380,26",9295
289,Carinhanha,BA,[29071011] Serviço Autônomo de Água e Esgoto - SAAE,Água e Esgoto,Autarquia,50.0,"800,00",15.0,"90,00",350,350,"400,00",29018
291,Castro Alves,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29073040] PREFEITURA MUNICIPAL DE CASTRO ALVES - PMCA,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,234.0,"4.584,00",23.675,18.425,"13.681,54",26264
292,Catolândia,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,Água,Sociedade de economia mista com administração pública,,,,,2.144,1.130,"1.950,89",3577
293,Catu,BA,[29075011] Serviço Autônomo de Água e Esgoto - SAAE | [29075040] Secretaria de Infraestrutura - seinfra,Água | Res. Sólidos,Autarquia | Empresa pública,,,,,14.559,13.569,"20.353,50",54704
294,Caturama,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,Água e Esgoto,Sociedade de economia mista com administração pública,,,22.0,"132,00",3.265,2.327,"1.287,88",9329
295,Central,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,Água,Sociedade de economia mista com administração pública,,,1.968,"70.272,00",16.796,11.584,"3.171,66",17266
296,Chorrochó,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29077040] SECRETARIA DE OBRAS E INFRAESTRUTURA - SECINFRA,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,120.0,"840,00",5.080,1.840,"777,62",11177
297,Cícero Dantas,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29078011] Prefeitura Municipal de Cícero Dantas - PMCD | [29078040] Prefeitura Municipal de Cícero Dantas - PMCD,Esgotos | Água | Res. Sólidos,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta,135.0,"5,00",158.0,"6.252,00",19.190,13.731,"14.621,32",32515
298,Cipó,BA,"[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29079011] Prefeitura Municipal de Cipó - PMC | [29079040] Secretaria de Agricultura, Aquicultura Meio Ambiente e Desenvolvimento Sustentavel - seamades",Esgotos | Água | Res. Sólidos,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta,50.0,"24,00",,,13.861,6.670,"5.012,69",17300
299,Coaraci,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,Água,Sociedade de economia mista com administração pública,,,361.0,"8.664,00",18.904,13.444,"2.551,03",16993
301,Conceição da Feira,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,Água e Esgoto,Sociedade de economia mista com administração pública,,,64.0,"3.456,00",18.302,12.255,"3.868,62",22581
302,Conceição do Almeida,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,Água,Sociedade de economia mista com administração pública,,,17.0,"456,00",7.720,3.543,"1.468,11",17247
303,Conceição do Coité,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,Água e Esgoto,Sociedade de economia mista com administração pública,,,375.0,"156.832,00",55.880,47.304,"26.716,89",66612
304,Conceição do Jacuípe,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29085040] Município de Conceição do Jacuipe - PMCJ,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,415.0,"13.320,00",17.711,14.478,"1.881,72",33153
305,Conde,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29086040] Secretaria de Obras e Serviços Urbanos - SEMOE,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,720.0,"8.640,00",24.130,15.831,"11.655,78",25837
306,Condeúba,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,Água,Sociedade de economia mista com administração pública,,,,,7.056,6.193,"2.403,66",17247
307,Contendas do Sincorá,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29088040] Prefeitura Municipal de Contendas do Sincorá - PMCS,Água | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,2.515,1.446,"622,11",4066
308,Coração de Maria,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,Água,Sociedade de economia mista com administração pública,,,171.0,"6.209,00",12.553,10.440,"1.910,14",22605
309,Cordeiros,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29090040] Prefeitura Municipal de Cordeiros - PMC,Água | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,96.0,"8.064,00",3.419,2.484,"1.382,41",8614
311,Coronel João Sá,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,Água,Sociedade de economia mista com administração pública,,,457.0,"17.270,00",8.289,3.559,"766,67",15895 (11)
313,Cotegipe,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29094040] PREFEITURA MUNICIPAL DE COTEGIPE - PMC,Água | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,7.297,2.869,"1.371,69",13782
314,Cravolândia,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29095040] SERVIÇO DE LIMPEZA URBANA - PMC,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,3.053,1.338,"347,18",5349
315,Crisópolis,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29096040] Prefeitura Municipal de Crisopolis - PMC,Água | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,6.788,3.683,"1.393,34",21103
316,Cristópolis,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29097040] Prefeitura Municipal de Cristópolis - PMC,Água | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,5.638,2.974,"760,94",13910
317,Cruz das Almas,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,Água e Esgoto,Sociedade de economia mista com administração pública,,,,,74.866,56.774,"43.299,77",63239
318,Curaçá,BA,[29099011] Serviço Autônomo de Água e Esgoto - SAAE | [29099040] PREFEITURA MUNICIPAL DE CURAÇÁ BAHIA - PMC,Água e Esgoto | Res. Sólidos,Autarquia | Administração pública direta,1.889,"787,00",2.0,"48,00",3.878,3.663,"1.515,00",34700
319,Dário Meira,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,Água,Sociedade de economia mista com administração pública,,,36.0,"7.776,00",4.628,2.834,"584,30",10710
322,Dom Macedo Costa,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29102040] PREFEITURA MUNCIPAL DE DOM MACEDO COSTA - PMDMC,Água | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,3.696,2.888,"721,33",4058
323,Elísio Medrado,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,Água,Sociedade de economia mista com administração pública,,,,,2.563,1.147,"183,23",8122
324,Encruzilhada,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,Água e Esgoto,Sociedade de economia mista com administração pública,,,20.0,"2.400,00",9.552,6.864,"4.325,04",17006
325,Entre Rios,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,Água e Esgoto,Sociedade de economia mista com administração pública,,,,,29.469,17.214,"21.299,15",41780
327,Esplanada,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29106040] Secretaria Municipal de Obras e Serviços Públicos - SMOSP,Água | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,27.830,13.655,"5.155,25",37237
328,Euclides da Cunha,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,Água e Esgoto,Sociedade de economia mista com administração pública,,,702.0,"108.028,00",36.344,26.309,"7.790,91",60585 (12)
329,Eunápolis,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29107240] PREFEITURA MUNICIPAL DE EUNÁPOLIS - EUNÁPOLIS,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,123.646,91.567,"32.671,13",113380
330,Fátima,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,Água,Sociedade de economia mista com administração pública,,,157.0,"5.220,00",13.744,9.749,"3.781,06",17890
332,Feira de Santana,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29108040] SESP - SECRETARIA MUNICIPAL DE SERVIÇOS PÚBLICOS - SESP,Água e Esgoto | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,987.0,"56.251,00",728.741,607.082,"542.803,16",614872
333,Filadélfia,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,Água,Sociedade de economia mista com administração pública,,,120.0,"12.096,00",11.121,9.981,"2.405,61",16377
334,Firmino Alves,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,Água,Sociedade de economia mista com administração pública,,,,,5.502,3.713,"1.504,04",5617
335,Floresta Azul,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29110011] Prefeitura Municipal de Floresta Azul - PMFA | [29110040] Prefeitura Municipal de Floresta azul - PMFA,Esgotos | Água | Res. Sólidos,Administração pública direta | Sociedade de economia mista com administração pública | Administração pública direta,20.0,"200,00",,,5.894,3.032,"1.185,59",10629
336,Formosa do Rio Preto,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29111040] Prefeitura Municipal de Formosa do Rio Preto - PMFRP,Água | Res. Sólidos,Sociedade de economia mista com administração pública | Administração pública direta,,,,,9.662,5.434,"1.151,16",25591
337,Gandu,BA,[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29112012] Prefeitura Municipal de Gandu - PMG,Esgotos | Água,Administração pública direta | Sociedade de economia mista com administração pública,,,110.0,"5.280,00",25.102,19.557,"3.521,09",32403
